Ticker,Company,score,Close,Market Cap,Change 1M,total yield,ms debt,roic v2,book price,sic,price251ago,opInc,fcf yield,dolVol,comStockEq,ms cem,total return,spitz roic,ms ce,momentum,Sector,Industry,Description,rebalance
GGG,Graco,0.00,76.28,4120246001.18,8.82,0.03,364159996.83,0.29,0.17,1022603002.72,74.95,296831004.50,0.05,19914386.39,711764996.49,53322000.21,0.04,0.29,53322000.21,0.89,Industrials,Industrial Products,Designs & manufactures equipment to pumps,False
OSK,Oshkosh,0.00,55.57,4115136587.86,2.98,0.07,846200010.58,0.15,0.48,2500799995.00,23.20,364000010.03,0.04,43715733.36,1976500009.88,321899998.73,1.43,0.15,321899998.73,0.98,Industrials,Truck Manufacturing,Designs & markets vehicles & vehicle bodies,False
PAG,Penske Automotive Group,0.00,42.78,4103744970.87,-7.26,0.08,5095899958.15,0.09,0.48,6758800041.71,53.84,575799999.12,0.07,45158318.93,1752299966.81,89399999.03,-0.19,0.09,89399999.03,0.86,Consumer Cyclical,Autos,A transportation services company,False
HXL,Hexcel,0.00,46.27,4097446455.94,8.97,0.04,674900005.49,0.19,0.30,1888599957.14,45.77,354300006.13,0.03,22923032.73,1259399976.73,45699999.23,0.02,0.19,45699999.23,0.98,Industrials,Aerospace & Defense,Manufactures and markets carbon fibers,False
WTM,White Mountains Insurance,0.00,831.49,4092678489.65,0.79,0.26,288499998.62,0.09,0.96,3696000002.12,822.71,287500003.18,-0.01,10299367.86,3652199964.62,550299991.75,0.01,0.08,244699998.61,0.98,Financial Services,Insurance - Property & Casualty,Provides property and casualty insurance,False
CACC,Credit Acceptance,0.00,164.58,4087414227.99,-13.69,0.04,2510399970.63,0.14,0.35,3670400053.85,167.65,515500014.27,0.14,46865937.44,1165699997.14,52700000.66,-0.02,0.14,5700000.05,0.67,Financial Services,Credit Services,Provides financing services,False
TECH,Bio-Techne,0.00,100.75,4083947377.23,-5.59,0.01,379680995.91,0.13,0.23,1205486977.59,89.44,145005998.04,0.03,18235659.90,895394988.36,121969997.93,0.14,0.12,69589001.05,0.88,Healthcare,Biotechnology,Manufactures and sells biotechnology products,False
HEI.A,Heico,0.00,60.00,4069465836.49,0.17,0.00,509904993.95,0.17,0.23,1494984000.39,27.81,258220999.86,0.05,6855853.64,1012270014.06,27190999.52,1.16,0.17,27190999.52,0.99,Industrials,Aerospace & Defense,Manufactures and sells aerospace related products,False
GPT,Gramercy Property Trust,0.00,8.95,4066683395.98,2.17,0.05,2013915011.84,0.01,0.71,4638436965.15,-15.18,63812000.29,0.14,27091920.83,2680874046.84,56352000.20,-1.62,0.01,56352000.20,0.90,Real Estate,REITs,Acquires & manages office & industrial properties,False
HRC,Hill-Rom Holdings,0.00,59.46,4057517668.08,-1.41,0.01,2148500036.66,0.07,0.31,3143500077.79,49.55,230300000.41,0.06,29897214.67,1227200015.36,232199997.01,0.21,0.07,232199997.01,0.95,Healthcare,Medical Instruments & Equipment,Provides medical technology services,False
NUAN,Nuance Communications,0.00,14.03,4055502143.47,0.72,0.19,2443125950.41,0.03,0.46,3678324903.85,32.60,121748997.97,0.13,30231782.91,1794253982.76,597084007.01,-0.57,0.03,559055001.58,0.65,Technology,Application Software,Provides voice and language solutions,False
DPM,DCP Midstream Partners,0.00,32.42,4053868291.14,-9.57,0.10,2231000012.15,0.04,0.71,4876000032.12,15.93,214000002.61,0.15,12002204.29,2647000009.72,2000000.00,1.23,0.04,2000000.00,0.86,Energy,Oil & Gas - Midstream,Compressing & processing of natural gas,False
CW,Curtiss-Wright,0.00,87.84,4047361512.02,1.56,0.06,966842011.40,0.17,0.33,1801803999.45,59.76,310451996.88,0.10,18306376.38,1287015015.66,452053000.08,0.48,0.17,452053000.08,0.96,Industrials,Industrial Products,Manufactures precision components & systems,False
URBN,Urban Outfitters,0.00,32.96,4046661003.86,-7.42,0.06,50000000.88,0.37,0.32,1051901974.02,18.16,365469008.06,0.08,82886904.01,1245017987.50,302347005.77,0.82,0.35,243116001.66,0.87,Consumer Cyclical,Retail - Apparel & Specialty,A lifestyle specialty retail company,False
TDC,Teradata,0.00,27.50,4042399977.10,-7.69,0.05,574999988.30,0.38,0.26,518999996.01,28.08,197000000.71,0.09,49152343.40,932000018.17,988000014.21,-0.02,0.38,988000014.21,0.84,Technology,Computer Hardware,Data warehousing company,False
PWR,Quanta Services,0.00,29.00,4035993348.75,4.06,0.30,487460009.77,0.06,0.77,3644029952.78,-5.95,206549999.19,0.08,56049371.64,3273935997.07,117366002.21,-5.88,0.06,117366002.21,1.00,Industrials,Engineering & Construction,Provides infrastructure solutions,False
VR,Validus Holdings,0.00,51.16,4002420972.09,0.89,0.09,1156209015.17,0.29,0.92,4429837128.21,38.45,569922988.56,0.09,22618328.63,3717620067.42,2925398046.34,0.37,0.13,443992008.26,0.98,Financial Services,Insurance - Specialty,Provides reinsurance & insurance services,False
GWR,Genesee & Wyoming,0.00,67.12,4001776173.46,-1.37,0.00,2063489964.53,0.07,0.67,4696813849.07,69.63,330672000.45,0.03,26540006.89,2659689959.07,26366000.17,-0.04,0.07,26366000.17,0.93,Industrials,Transportation & Logistics,Operates short line and regional freight railroads,False
AGCO,AGCO,0.00,50.92,4000589709.25,-1.51,0.08,1985300016.36,0.06,0.71,4587700071.73,45.87,282299996.74,0.06,39171523.01,2900200012.90,297799999.55,0.12,0.06,297799999.55,0.93,Industrials,Farm & Construction Machinery,A manufacturer of agricultural equipment,False
SNV,Synovus Financial,0.00,33.59,3998985630.05,2.75,0.09,2160985005.39,0.08,0.68,3570170953.89,33.29,371121008.06,0.10,30257865.62,2780678979.48,,0.02,0.10,1371493025.06,1.00,Financial Services,Banks,A financial services company,False
RPAI,Retail Props of America,0.00,14.99,3988035789.90,-5.49,0.04,2042869975.09,0.03,0.61,4155777909.48,14.59,131031000.50,0.06,22853673.56,2181978977.01,69071000.33,0.07,0.03,69071000.33,0.85,Real Estate,REITs,Owns & operates shopping centers,False
RAX,Rackspace Hosting,0.00,31.99,3986767345.78,0.66,0.12,646600008.22,0.25,0.24,1059800010.75,26.52,263499994.67,0.05,128429422.86,957500010.46,544299989.08,0.21,0.25,544299989.08,1.00,Technology,Application Software,Manages hosting & cloud computing services,False
NICE,NICE,0.00,68.21,3984704270.83,2.33,0.03,,0.15,0.36,1150059008.54,57.01,162564001.15,0.05,7218214.67,1451066024.72,389527998.39,0.21,0.14,301007002.92,0.99,Technology,Application Software,Provides software solutions,False
POOL,Pool,0.00,93.44,3974311510.86,0.61,0.04,390189000.76,0.40,0.07,631882007.30,78.89,252094998.01,0.04,25105710.00,271984996.89,30291999.80,0.20,0.40,30291999.80,0.91,Consumer Cyclical,Travel & Leisure,Distributs swimming pool supplies and equipment,False
BWXT,BWX Technologies,0.00,36.63,3968018898.96,-3.07,0.10,443836005.51,0.40,0.03,516910012.53,11.83,203044999.08,0.03,23483789.76,118300000.42,59926000.84,2.12,0.39,45225999.32,0.92,Industrials,Aerospace & Defense,Supplies nuclear components and fuel,False
BPOP,Popular,0.00,37.11,3964900487.33,-3.31,0.02,1599733031.82,0.06,1.38,6579422929.96,13.12,421944997.47,0.20,22351926.26,5330234906.50,,1.87,0.06,350545003.25,0.93,Financial Services,Banks,A publicly owned bank holding company,False
CAA,CalAtlantic Group,0.00,31.35,3959250577.20,-5.71,0.04,3742627012.57,0.09,1.14,7662787997.87,52.64,713253996.26,0.03,45192565.58,4134435024.11,214273995.57,-0.40,0.09,214273995.57,0.73,Consumer Cyclical,Homebuilding & Construction,Constructs single-family attached & detached homes,False
COLM,Columbia Sportswear,0.00,56.88,3957267901.52,-3.92,0.02,14648999.86,0.18,0.38,1295112017.47,53.86,238401995.79,0.04,15298326.98,1499652008.15,219656003.99,0.07,0.18,219188996.29,0.91,Consumer Cyclical,Manufacturing - Apparel & Furniture,An outdoor apparel and footwear company,False
HR,Healthcare Realty Trust,0.00,30.50,3946273582.85,-4.48,0.04,1239633996.48,0.02,0.46,2861579046.46,11.31,52531000.42,-0.06,21885737.29,1634593999.76,,1.80,0.02,12649000.15,0.84,Real Estate,REITs,Owns & manages healthcare properties,False
IDA,Idacorp,0.00,77.85,3945536748.79,5.93,0.03,1752011984.10,0.07,0.55,3799858977.31,60.20,267250004.56,0.02,13937229.74,2148643007.18,100795999.45,0.33,0.07,100795999.45,0.95,Utilities,Utilities - Regulated,Provides electric utility services,False
CRL,Charles River,0.00,72.10,3941439738.64,-11.66,0.00,1259159013.34,0.11,0.25,2021406007.91,74.73,220596997.37,0.07,31844053.77,867969003.98,113456001.00,-0.04,0.11,105721998.32,0.82,Healthcare,Medical Diagnostics & Research,A drug discovery & development research company,False
BFAM,Bright Horizons Family,0.00,63.86,3938193495.75,-3.27,0.03,939907982.41,0.12,0.18,1618384989.28,63.84,194772000.18,0.03,14334309.30,697961009.71,19484000.26,0.00,0.12,19484000.26,0.91,Consumer Cyclical,Personal Services,Provides child care and early education services,False
HPP,Hudson Pacific Properties,0.00,32.75,3922763657.48,1.33,0.02,2407943032.27,0.02,0.65,4856134012.36,17.35,76364998.45,-0.02,25485649.58,2537545024.00,89354000.11,0.93,0.02,89354000.11,0.95,Real Estate,REITs,A real estate investment trust,False
HUN,Huntsman,0.00,17.45,3874844881.25,8.12,0.05,4556000028.22,0.08,0.38,5705000188.81,-15.35,444999997.71,0.13,56329459.14,1588000012.72,439000008.82,-2.17,0.08,439000008.82,0.98,Basic Materials,Chemicals,Manufacturer of differentiated chemical products,False
TCP,TC Pipelines,0.00,47.65,3868748693.80,-17.03,0.08,1922999999.86,0.11,0.34,2951999995.70,54.07,312000000.49,0.09,10779818.08,1100999983.16,71999999.55,-0.05,0.11,71999999.55,0.79,Energy,Oil & Gas - Midstream,Transports natural gas,False
NS,NuStar Energy,0.00,44.35,3861609864.43,-8.22,0.10,3205693065.14,0.08,0.42,4592569124.09,44.71,371760005.17,0.07,13644162.95,1489894983.32,103018998.48,0.09,0.08,103018998.48,0.84,Energy,Oil & Gas - Midstream,Engaged in transportation of petroleum products,False
CFX,Colfax,0.00,33.99,3855188485.60,16.21,0.01,1385139984.82,0.06,0.71,4166419935.56,17.90,237110999.99,0.04,22470493.76,2972939942.79,191659997.52,0.90,0.06,191659997.52,1.00,Industrials,Industrial Products,An industrial manufacturing & engineering company,False
TX,Ternium,0.00,26.07,3853519622.34,32.67,0.03,1399216982.82,0.20,0.84,5560330024.93,-40.09,1086684023.41,0.13,7322628.22,4310549928.95,339320005.57,-1.67,0.20,149436999.91,0.99,Basic Materials,Steel,Manufactures flat and long steel product,False
DST,DST Systems,0.00,98.05,3846330031.25,-13.30,0.11,428699997.56,0.20,0.37,1405299979.20,118.67,277299995.37,0.05,29475176.34,1157500010.41,180899998.44,-0.16,0.20,180899998.44,0.78,Industrials,Business Services,A technology-based service provider,False
FICO,Fair Isaac,0.00,114.82,3844170478.90,-4.05,0.02,600999989.76,0.18,0.12,910886009.65,83.13,165849002.63,0.05,22904271.02,428041005.00,118154999.77,0.38,0.18,118154999.77,0.86,Technology,Application Software,Provides decision management applications,False
WWD,Woodward,0.00,60.05,3841346213.75,1.45,0.04,784999994.73,0.13,0.31,1825404968.09,35.05,230356996.01,0.07,13305794.25,1158523996.02,118119000.91,0.73,0.13,118119000.91,0.94,Industrials,Aerospace & Defense,Provides energy control & optimization solution,False
PB,Prosperity Bancshares,0.00,54.72,3813735890.50,-1.10,0.02,425916000.49,0.10,0.95,3679245023.99,56.29,411631003.80,0.10,16849478.83,3594811986.61,,-0.01,0.11,341483002.81,0.96,Financial Services,Banks,A financial holding company,False
CONE,CyrusOne,0.00,43.60,3810220202.86,-7.51,0.03,1236199996.40,0.03,0.33,2414900019.98,17.77,68900000.71,-0.14,59410211.27,1189699986.15,10999999.91,1.53,0.03,10999999.91,0.78,Real Estate,REITs,An enterprise data center provider,False
EQC,Equity Commonwealth,0.00,29.62,3793618694.51,-0.17,0.01,1559400004.90,0.03,0.85,2324003048.40,21.32,78134000.18,0.01,27456457.26,3169776980.74,2405173954.50,0.39,0.03,2405173954.50,0.93,Real Estate,REITs,Owns and manages office buildings,False
POR,Portland General Electric,0.00,43.77,3787147514.92,8.56,0.03,2325000040.13,0.07,0.59,4546999974.52,21.68,310999998.07,-0.01,21936619.31,2310000047.29,87999998.30,1.08,0.07,87999998.30,0.97,Utilities,Utilities - Regulated,An electric utility company,False
TEGP,Tallgrass Energy GP,0.00,22.71,3781368102.77,-6.24,0.04,1546003027.27,0.14,0.05,1712702036.32,16.19,246249004.66,0.25,3752791.08,168057999.51,1359000.01,0.44,0.14,1359000.01,0.86,Energy,Oil & Gas - Midstream,Provides crude oil transportation service,False
CAB,Cabela's,0.00,61.28,3760798466.70,-1.15,0.03,4789475041.50,0.04,0.47,6608149074.41,23.11,288219996.47,0.09,91498496.40,1955208012.45,136533997.98,1.65,0.04,136533997.98,0.97,Consumer Cyclical,Retail - Apparel & Specialty,Retailer and marketer of outdoor merchandise,False
SBH,Sally Beauty Holdings,0.00,25.87,3760706656.79,2.01,0.08,1783604028.34,0.36,-0.08,1409702082.63,12.31,506710002.36,0.05,57519732.21,-282904999.47,90996999.53,1.10,0.36,90996999.53,0.79,Consumer Cyclical,Retail - Apparel & Specialty,A retailer & distributor of beauty supplies,False
RLGY,Realogy Holdings,0.00,22.99,3751935008.36,-9.35,0.00,3725000030.84,0.04,0.75,5965000066.16,68.99,262999998.75,0.14,36721185.18,2464000007.94,224000000.25,-0.67,0.04,224000000.25,0.54,Real Estate,Real Estate Services,Provider of residential real estate services,False
SKT,Tanger Factory Outlet,0.00,34.05,3742252378.21,-6.71,0.04,1724645973.72,0.06,0.21,2368985915.06,34.55,151304997.22,0.02,21959763.34,670241995.91,25902000.48,0.02,0.06,25902000.48,0.82,Real Estate,REITs,A real estate investment trust,False
TDY,Teledyne Technologies,0.00,105.89,3740502817.25,3.18,0.03,612999988.23,0.13,0.40,2058600014.73,89.23,261800006.43,0.06,10999112.44,1545099990.17,99499999.27,0.19,0.13,99499999.27,0.96,Technology,Computer Hardware,Provides sophisticated electronic components,False
EXP,Eagle Materials,0.00,85.48,3728682245.92,10.41,0.05,469181994.24,0.18,0.27,1513406015.20,60.89,266937000.37,0.06,50771178.21,1098729986.59,54505999.61,0.41,0.18,54505999.61,1.00,Basic Materials,Building Materials,A basic building material producer,False
ISBC,Investors Bancorp,0.00,12.33,3727872240.22,3.35,0.13,4203711021.59,0.04,0.82,7150170937.76,15.89,284467002.31,0.13,29175443.86,3115088992.16,,-0.21,0.04,168628996.58,0.96,Financial Services,Banks,A bank holding company,False
BRCD,Brocade Communications,0.00,12.32,3700030998.55,36.43,0.18,1593388010.00,0.12,0.50,2901116959.48,-5.01,343445997.30,0.07,90759279.47,2460803022.97,1153074018.96,-3.50,0.12,1153074018.96,1.00,Technology,Computer Hardware,Supplier of networking equipment,False
CPA,Copa Holdings,0.00,91.56,3697406891.24,7.62,0.03,1250106984.03,0.10,0.45,2758616980.24,11.25,217907001.82,0.07,48252819.38,1716127025.78,743100986.59,7.38,0.08,207616999.40,0.97,Industrials,Airlines,Provides airline passenger and cargo services,False
PRXL,Parexel International,0.00,57.96,3693479365.17,-16.18,0.06,523300010.32,0.28,0.21,889300010.92,72.71,246900006.28,0.05,31256145.23,691799986.37,325799997.10,-0.20,0.28,325799997.10,0.82,Healthcare,Medical Diagnostics & Research,A biopharmaceutical services company,False
TRN,Trinity Industries,0.00,22.63,3684849962.18,-3.62,0.04,3107100009.68,0.15,1.12,6410800143.16,38.32,936599990.21,0.06,32252944.22,3861500015.71,842499998.53,-0.40,0.15,557800004.86,0.83,Industrials,Transportation & Logistics,Manufactures and sells railcars & parts,False
CR,Crane,0.00,68.25,3679768068.13,12.09,0.02,779200003.75,0.24,0.33,1666900007.32,37.60,395399999.59,0.06,15480086.46,1323999984.66,436299992.47,0.85,0.24,436299992.47,1.00,Industrials,Industrial Products,Manufacturer of engineered industrial products,False
MMS,Maximus,0.00,54.48,3670282669.69,-1.14,0.03,211009000.00,0.31,0.20,862305979.18,75.98,266822001.50,0.02,15793389.29,701905994.63,50608999.03,-0.28,0.31,50608999.03,0.79,Industrials,Business Services,Provider of business process services,False
AGO,Assured Guaranty,0.00,32.62,3666402558.68,15.27,0.09,1304000014.44,0.18,1.56,7846000198.02,17.96,1329999999.69,-0.05,20753317.95,6640000053.06,626000012.53,0.84,0.17,98000000.40,1.00,Financial Services,Insurance - Specialty,Provide credit enhancement products,False
BRKR,Bruker,0.00,22.41,3658602143.60,5.61,0.06,364900004.87,0.27,0.18,787099991.51,16.40,170999998.92,0.05,14455980.75,700899990.73,441499997.20,0.37,0.22,278699998.03,0.76,Healthcare,Medical Diagnostics & Research,Develops life science research systems,False
NATI,National Instruments,0.00,28.50,3652432212.92,2.30,0.03,25000000.19,0.16,0.30,831758983.90,33.37,120478998.17,0.03,14309073.38,1107410991.82,352929002.42,-0.12,0.15,300651999.16,0.90,Technology,Application Software,Manufactures & sells software & hardware products,False
PVTB,PrivateBancorp,0.00,45.24,3650446807.10,0.04,0.00,1571603999.24,0.09,0.52,3287350984.28,43.67,314487996.17,0.07,26478088.32,1882353990.18,,0.04,0.10,166607002.23,0.97,Financial Services,Banks,Provides financial services,False
ACAS,American Capital,0.00,16.97,3643290307.70,0.24,0.20,0.00,0.09,1.25,3551000043.14,-2.29,312000000.49,0.08,33220069.77,4576000075.59,1025000012.54,-8.43,0.09,1025000012.54,0.99,Financial Services,Asset Management,An asset management company,False
HLS,Healthsouth,0.00,41.05,3641985801.00,1.36,0.04,3010800005.36,0.18,0.20,3660700076.75,23.97,640900007.11,0.10,42063764.26,726300012.51,76399998.88,0.75,0.18,76399998.88,0.95,Healthcare,Health Care Providers,Provides healthcare services,False
CST,CST Brands,0.00,48.20,3639727387.16,0.54,0.02,1783000024.95,0.11,0.27,2554000062.61,17.86,281999997.95,0.01,61834541.88,967000008.73,196000002.80,1.71,0.11,196000002.80,1.00,Consumer Cyclical,Retail - Apparel & Specialty,A retailer of motor fuel,False
LOGI,Logitech International,0.00,24.90,3632533588.00,9.55,0.04,,0.49,0.18,320832997.80,-43.57,158135999.87,0.06,12189005.24,716033995.68,395200992.36,-1.58,0.49,395200992.36,0.99,Technology,Computer Hardware,Computer input device manufacturer,False
EME,EMCOR Group,0.00,61.22,3624890858.29,6.69,0.04,523277006.88,0.20,0.43,1601308996.16,36.26,318050997.50,0.07,22213790.12,1582590019.46,504558009.80,0.70,0.20,504558009.80,1.00,Industrials,Engineering & Construction,Provides construction services & facilities,False
NUS,Nu Skin Enterprises,0.00,53.93,3623889983.48,-16.88,0.06,429626007.24,0.31,0.29,767043025.43,4.95,232034999.48,0.07,43008372.58,854411001.62,532597009.26,10.18,0.30,516993989.30,0.82,Consumer Defensive,Consumer Packaged Goods,Develops and distributes personal care products,False
LANC,Lancaster Colony,0.00,132.09,3622395667.40,-0.47,0.02,,0.50,0.15,388757996.19,113.46,193435997.06,0.04,12315250.14,534504993.93,145746998.92,0.18,0.50,145746998.92,0.96,Consumer Defensive,Consumer Packaged Goods,Manufactures & markets specialty food products,False
PGRE,Paramount Group,0.00,15.11,3597441228.45,-3.76,0.03,3066596943.03,0.02,1.14,6779641808.71,31.91,103699997.53,-0.05,12360374.98,3796325925.98,105292001.02,-0.51,0.02,83281001.41,0.82,Real Estate,REITs,Owns and operates real estate,False
MPW,Medical Properties Trust,0.00,12.36,3591161159.34,-13.26,0.07,2728549014.49,0.08,0.57,4794684863.90,-1.56,363480001.57,0.03,63785204.52,3161052943.67,1094916981.91,-9.51,0.08,1094916981.91,0.78,Real Estate,REITs,A self-advised real estate investment trust,False
PPS,Post Properties,0.00,67.67,3537880204.22,11.76,0.04,947375985.87,0.05,0.33,2135227959.28,50.00,110217998.91,0.01,43520499.09,1192911988.03,5060000.10,0.39,0.05,5060000.10,0.99,Real Estate,REITs,A real estate investment trust,False
FHN,First Horizon National,0.00,15.48,3533649771.29,-0.64,0.05,1858386968.63,0.08,0.65,3664440953.03,14.70,317734002.94,-0.04,31271300.61,2353527027.90,,0.07,0.09,547472988.89,0.99,Financial Services,Banks,Provides financial services,False
AWH,Allied World Assurance,0.00,43.38,3530608854.03,-0.94,0.07,817300016.71,0.08,0.96,3659399989.65,24.82,306000996.59,0.14,18659964.58,3615899995.20,773799997.66,0.79,0.08,773799997.66,0.99,Financial Services,Insurance - Property & Casualty,An insurance and reinsurance holding company,False
FCNCA,First Citizens BancShares,0.00,290.99,3529737942.81,-1.05,0.00,1570479993.12,0.07,0.88,4158522900.17,280.44,336933993.62,0.05,5514859.12,3083747966.05,,0.04,0.08,495704998.97,0.99,Financial Services,Banks,A financial holding company,False
R,Ryder System,0.00,73.01,3526903977.62,10.54,0.03,5519641068.91,0.07,0.54,7541688024.98,67.14,536481011.08,-0.14,45617776.89,2097041019.70,74994000.09,0.11,0.07,74994000.09,1.00,Industrials,Consulting & Outsourcing,Transportation & supply chain management solutions,False
BVN,Buenaventura Mining,0.00,12.10,3517946195.45,-1.71,0.00,54546999.50,0.02,1.05,3173350063.29,-121.94,55391998.07,0.01,20649238.90,3236046006.61,117242999.17,-1.10,0.02,117242999.17,0.74,Basic Materials,Metals & Mining,A precious metal exploration company,False
WBS,Webster Financial,0.00,40.90,3484547105.75,6.98,0.03,2813432946.70,0.06,0.64,4980424988.59,36.88,301023002.03,0.07,22695094.04,2388919005.14,,0.13,0.06,221926999.25,1.00,Financial Services,Banks,A bank holding company,False
TEP,Tallgrass Energy Partners,0.00,45.30,3475650647.63,-4.95,0.06,1398002988.75,0.09,0.45,2854461966.29,44.99,248407000.77,0.09,11193277.95,1456875995.03,417000.00,0.06,0.09,417000.00,0.90,Energy,Oil & Gas - Midstream,Provides crude oil transportation services,False
CLGX,CoreLogic,0.00,42.32,3462991816.06,10.55,0.03,1614708032.44,0.09,0.30,2616312045.52,28.40,244681996.54,0.08,18508296.14,1080618995.11,100833998.59,0.49,0.09,79014998.91,0.99,Industrials,Business Services,Provides residential property information services,False
MORN,Morningstar,0.00,68.43,3413287833.45,-9.58,0.05,59999999.09,0.40,0.23,502300018.35,82.87,180999997.27,0.04,6182964.45,661700011.96,265099996.77,-0.16,0.36,219400001.27,0.77,Industrials,Business Services,A provider of investment research,False
RGC,Regal Entertainment,0.00,22.86,3410229939.37,2.79,0.04,2344599980.53,0.27,-0.24,1295999970.69,8.90,346299995.93,0.05,28854832.66,-861700011.78,186900003.39,1.67,0.27,186900003.39,0.95,Consumer Cyclical,Entertainment,Operates movie theaters,False
SXT,Sensient Technologies,0.00,74.76,3394385587.82,2.16,0.03,618256998.72,0.12,0.26,1473148026.98,58.89,173942999.30,0.03,13161510.13,878396011.43,23504999.76,0.29,0.12,23504999.76,0.99,Basic Materials,Chemicals,"Manufacturer of colors, flavors & fragrances",False
OLN,Olin,0.00,22.45,3389167919.44,11.80,0.04,3677800076.42,0.01,0.63,5881499965.16,10.81,54099997.96,0.07,47553374.46,2330699973.55,129500001.81,1.15,0.01,127000000.11,0.85,Basic Materials,Chemicals,Engaged in the chlor alkali industry,False
PBI,Pitney Bowes,0.00,14.66,3370311500.17,-15.70,0.14,3367056005.60,0.25,0.05,2504928979.98,45.74,617769988.56,0.11,26044236.52,129962000.66,1016348013.03,-0.66,0.25,992088994.76,0.68,Industrials,Industrial Products,A technology company,False
KEX,Kirby,0.00,60.70,3347688931.46,1.17,0.01,726003993.95,0.09,0.73,3100146040.28,68.23,272781009.93,0.07,41944128.23,2379523002.60,5380999.95,-0.11,0.09,5380999.95,0.84,Industrials,Transportation & Logistics,A marine transportation company,False
NUVA,NuVasive,0.00,60.58,3347295222.16,-8.56,0.01,680924991.99,0.10,0.24,1193923008.89,44.59,122997002.65,0.01,47328132.64,716816002.46,203817998.19,0.36,0.10,203817998.19,0.89,Healthcare,Medical Devices,Develops minimally-disruptive surgical products,False
CABO,Cable One,0.00,586.86,3340562285.26,0.35,0.03,537980994.60,0.23,0.13,851899004.18,567.21,192783999.22,0.03,20557860.77,437618997.62,123700997.88,0.04,0.23,123700997.88,0.98,Communication Services,Communication Services,Owns and operates cable systems,False
CRUS,Cirrus Logic,0.00,56.12,3320847052.29,3.89,0.02,139999997.12,0.24,0.27,995884010.15,-34.57,212251003.44,0.04,63070795.88,969148016.24,229350999.36,-2.62,0.21,113263997.92,1.00,Technology,Semiconductors,Develops mixed-signal integrated circuits,False
SWX,Southwest Gas,0.00,73.14,3317087613.95,13.66,0.02,1477372024.94,0.09,0.47,3109190986.28,44.05,272283004.14,0.02,15325383.43,1643944966.85,12126000.03,0.70,0.09,12126000.03,0.93,Utilities,Utilities - Regulated,Purchases & transports natural gas,False
TPX,Tempur Sealy Intl,0.00,55.93,3314380961.74,7.68,0.10,1685100017.33,0.23,0.05,1747400082.03,86.97,399799993.73,0.05,85669142.98,151300000.98,88999998.75,-0.36,0.23,88999998.75,0.68,Consumer Cyclical,Manufacturing - Apparel & Furniture,Provides mattresses & pillows,False
UMPQ,Umpqua Holdings,0.00,15.11,3313944722.96,-1.63,0.05,1263804025.10,0.07,1.18,3717571055.91,29.89,354645000.65,0.15,25797148.50,3920208037.11,,-0.47,0.10,1466440996.95,0.84,Financial Services,Banks,Engaged in commercial and retail banking,False
TUP,Tupperware Brands,0.00,60.63,3303557597.79,-5.75,0.05,806800011.27,0.37,0.06,899000017.16,55.30,335799995.47,0.06,28826314.64,190700001.52,98499999.35,0.15,0.37,98499999.35,0.91,Consumer Cyclical,Packaging & Containers,Direct selling consumer products company,False
FR,First Industrial Realty,0.00,26.26,3297857218.83,0.81,0.03,1325092015.79,0.05,0.40,2535404019.20,5.30,116158001.65,-0.06,22121644.32,1218385997.03,8074000.13,4.07,0.05,8074000.13,0.89,Real Estate,REITs,A self-administered real estate company,False
TEN,Tenneco,0.00,54.12,3297492820.72,-4.89,0.06,1434000000.78,0.34,0.21,1744999984.14,54.08,587000001.30,0.09,25632024.39,635000006.18,323999999.54,0.00,0.34,323999999.54,0.91,Consumer Cyclical,Autos,Manufacturer of automotive emission control,False
RRD,R.R.Donnelley & Sons,0.00,16.35,3293339993.02,-19.14,0.19,3890899932.84,0.13,0.46,4003499918.88,54.65,533900006.76,0.23,40019674.19,524400000.67,411800005.50,-0.64,0.13,411800005.50,0.54,Industrials,Business Services,Provides integrated communication strategies,False
ANAT,American National Ins Co,0.00,115.30,3282457970.31,-4.72,0.03,146068002.46,0.04,1.51,4711464899.76,106.76,161681000.72,0.14,3245654.64,4672396983.02,512463000.80,0.11,0.03,107000000.22,0.94,Financial Services,Insurance - Property & Casualty,An insurance company,False
CBT,Cabot,0.00,48.85,3269227461.97,-4.37,0.03,926000018.98,0.13,0.42,2000000030.88,30.60,249999996.22,0.13,16249445.06,1274000024.84,199999999.28,0.63,0.13,199999999.28,0.92,Basic Materials,Chemicals,A specialty chemicals company,False
OUT,Outfront Media,0.00,22.67,3262433779.98,1.98,0.06,2184300040.21,0.03,0.40,3378899963.26,23.89,88400000.39,0.08,19660242.37,1255600010.27,60999999.83,0.01,0.03,60999999.83,0.94,Real Estate,REITs,Lessors of advertising spaces,False
RYN,Rayonier,0.00,26.61,3260882231.98,4.52,0.05,1065099984.26,0.09,0.42,2316299971.63,13.42,210034006.73,0.04,10412395.04,1361200008.31,110000001.19,1.06,0.09,110000001.19,0.95,Basic Materials,Forest Products,A forest products company,False
MPWR,Monolithic Power Systems,0.00,78.68,3259626667.02,-0.56,0.01,,0.31,0.13,306818997.00,54.99,48696000.32,0.02,29023894.25,416298000.50,259062994.92,0.45,0.16,109479001.32,0.98,Technology,Semiconductors,Provides power solutions,False
