Ticker,Company,score,Close,Market Cap,Change 1M,total yield,ms debt,roic v2,book price,sic,price251ago,opInc,fcf yield,dolVol,comStockEq,ms cem,total return,spitz roic,ms ce,momentum,Sector,Industry,Description,rebalance
WCN,Waste Connections,0,76.5,13075461369.18,5.29,0.01,3681958070.47,0.05,0.42,9176738203.64,37.91,414869991.98,0.04,63788377.29,5614114914.18,119335001.88,1.03,0.05,119335001.88,0.97,Industrials,Waste Management,An integrated solid waste service company,False
ADS,Alliance Data Systems,0,201.55,12556243684.73,-3.22,0.07,11725299986.12,0.12,0.15,12008599889.46,233.82,1449981973.79,0.15,144547582.17,1783800017.4,1500500026.56,-0.14,0.12,1500500026.56,0.68,Industrials,Business Services,Provider of transaction-based loyalty solutions,False
FAST,Fastenal,0,40.62,12072997322.74,1.65,0.04,444999997.71,0.36,0.16,2207315021.53,40.23,792493006.64,0.03,91582613.48,1909298011.8,146982999.39,0.04,0.36,146982999.39,0.82,Industrials,Industrial Distribution,Distributor of industrial & construction supplies,False
GPN,Global Payments,0,72.63,11792643804.6,-1.45,0.02,4803756007.75,0.06,0.25,6572658979.5,67.37,408278011.06,0.01,83950534.83,2746678971.55,977775992.22,0.08,0.06,977775992.22,0.92,Industrials,Business Services,A provider of payment solutions,False
CTAS,Cintas,0,105.63,11733763619.57,-3.38,0.06,1208428007.08,0.27,0.18,3096620997.18,89.95,803201990.25,0.02,76515320.1,1987402028.02,163767000.16,0.19,0.26,99209000.73,0.89,Industrials,Business Services,Provider of corporate identity uniforms,False
LLL,L-3 Communications,0,137.73,11642360162.55,-7.91,0.06,3341999965.14,0.14,0.43,7498999837.44,122.85,1036999995.07,0.07,80099525.52,4567999953.33,410999992.98,0.14,0.14,410999992.98,0.9,Industrials,Aerospace & Defense,An aerospace and defense contractor,False
PNR,Pentair,0,55.93,11633437985.08,-5.44,0.02,4411299935.37,0.02,0.43,8595699995.42,57.77,178400000.05,0.07,79074526.77,4355299996.82,170900002.25,-0.01,0.02,170900002.25,0.84,Industrials,Industrial Products,A diversified industrial manufacturing company,False
DOV,Dover,0,66.78,11430099275.55,-0.19,0.03,3127740971.91,0.12,0.37,6401886118.49,62.42,749808003.26,0.08,97022532.34,3788899984.05,514755010.42,0.1,0.12,514755010.42,0.9,Industrials,Industrial Products,"Provides components, equipment & specialty systems",False
AME,AMETEK,0,45.41,11104984769.92,-2.13,0.04,2154425993.95,0.17,0.32,5082156051.56,64.28,837505011.77,0.06,86077965.3,3373199061.78,445469009.25,-0.29,0.17,445469009.25,0.8,Industrials,Industrial Products,Manufactures electronic instruments,False
COL,Rockwell Collins,0,83.05,10958400485.18,0.44,0.04,2122000008.19,0.98,0.2,3865999945.57,87.72,3768000084.84,0.04,81391003.53,2083999977.39,340000005.74,-0.04,0.98,340000005.74,0.88,Industrials,Aerospace & Defense,Produces communications & aviation systems,False
VNTV,Vantiv,0,58.67,10777033200.11,4.77,0.01,2997354035.26,0.13,0.11,4385750059.47,44.57,547431004.9,0.05,66508124.04,1572214002.69,183818001.14,0.32,0.13,183818001.14,0.99,Industrials,Business Services,A payment processing company,False
TXT,Textron,0,40.73,10711178892.51,7.47,0.02,2903000015.02,0.14,0.51,7965000054.99,41.63,1138999983.84,0.03,47706775.59,5651000020.16,588999988.75,-0.02,0.14,588999988.75,0.93,Industrials,Aerospace & Defense,Manufactures and sells aircraft,False
KSU,Kansas City Southern,0,92.55,10077019652.71,-3.21,0.03,2550800024.94,0.13,0.41,6323499892,89.18,826500002.52,0.03,121593089.51,4065799964.1,293100000.78,0.05,0.13,293100000.78,0.93,Industrials,Transportation & Logistics,Operates domestic and international railways,False
CHRW,C.H. Robinson Worldwide,0,70.49,10055168898.39,-0.31,0.04,1225000014.26,0.38,0.13,2270217969.91,67.96,858545005.73,0.06,95024462.22,1269666999.83,224449000.83,0.06,0.38,224449000.83,0.93,Industrials,Transportation & Logistics,Provides freight transportation services,False
IRM,Iron Mountain,0,33.69,9879721745.77,0,0.06,6459226869.3,0.06,0.24,8125792089.61,19.83,485415005.9,0.04,59721914.68,2124693033.32,458127996.13,0.8,0.06,458127996.13,0.82,Industrials,Business Services,Provides information protection & storage services,False
XYL,Xylem,0,49.3,9398074279.77,-0.81,0.02,1210000015.62,0.16,0.25,2778000077.88,15.8,439000008.82,0.04,60021802.25,2227000036.01,659000000.19,2.16,0.16,659000000.19,0.94,Industrials,Industrial Products,Designs & manufactures engineered technologies,False
EXPD,Expeditors International,0,50.29,9327801906.46,-1.66,0.06,,0.88,0.2,795650972.73,48.88,700574989.64,0.06,55577827.42,1775914964.37,980264000.92,0.04,0.88,980264000.92,0.97,Industrials,Transportation & Logistics,Provides logistics services,False
JBHT,JB Hunt Transport,0,84.72,9142876362.23,3.57,0.03,943695996.63,0.31,0.15,2323297978.23,72.64,719552007.35,0.02,74611620.22,1385083013.31,5480999.91,0.18,0.31,5480999.91,0.95,Industrials,Transportation & Logistics,Provides transportation services,False
INFO,IHS Markit,0,35.6,9008295111.05,-1.44,0.02,3266000062.54,0.02,0.56,11431099961.54,38.14,212783000.14,0.05,66785852.25,8365800134.81,200699996.95,-0.07,0.02,200699996.95,0.94,Industrials,Business Services,"Offers critical information, analytic & solutions",False
SNA,Snap-on,0,158.07,8826830112.97,7.75,0.03,895999982,0.24,0.29,3449099905.67,165.27,833799983.65,0.05,73649514.62,2670599950.84,117500001.8,-0.03,0.24,117500001.8,0.91,Industrials,Industrial Products,Manufactures tools & related equipment,False
AOS,A.O. Smith,0,45.99,8619055426.24,-7.17,0.03,336199996.79,0.38,0.2,1592500012.73,26.52,453099999.27,0.04,54303390.59,1525599995.33,678800009.67,0.75,0.29,269300004.23,0.9,Industrials,Industrial Products,Manufactures and markets water heaters and boilers,False
ALK,Alaska Air Group,0,72.71,8106706273.8,4.88,0.05,2135999962.61,0.77,0.32,1773999967.48,80.17,1363000002.9,0.1,80546897.29,2864000013.75,3226000045.01,-0.08,0.77,3226000045.01,0.84,Industrials,Airlines,Provides air transportation services,False
BR,Broadridge Financial Soln,0,65.68,8018055210.88,0.88,0.03,1022500003,0.37,0.14,1340299990.13,50.49,500199996.62,0.05,39609803.99,1045499989.35,727699986.98,0.33,0.37,727699986.98,0.92,Industrials,Business Services,Provides investor communication solutions,False
MSCI,MSCI,0,81.08,7943118639.41,1.22,0.11,2074478006.61,0.28,0.07,1651935003.13,60.52,469635005.71,0.04,48071631.26,551519007.28,974062012.48,0.35,0.28,974062012.48,0.9,Industrials,Business Services,Provider of investment decision support tools,False
WAB,Westinghouse Air Brake,0,78.38,7358341087.37,-3.1,0.09,744254007.46,0.27,0.25,2163856011.39,76.98,578751997.08,0.05,71243393.52,1722537013.31,302934995.83,0.02,0.27,302934995.83,0.91,Industrials,Transportation & Logistics,Provides products & services for rail industry,False
HII,Huntington Ingalls Indus,0,150.42,7178342661.47,-2.41,0.04,1277000018.29,0.38,0.24,1972000069.26,133.05,742999996.89,0.09,45275665.3,1651999996.54,956999985.46,0.15,0.38,956999985.46,0.86,Industrials,Aerospace & Defense,"Builds, overhauls & repairs ships",False
FLR,Fluor,0,44.58,7146226260.26,-10.84,0.05,1689215023.79,0.21,0.5,3015126055.46,53.34,605200997.87,0.08,63823619.98,3106284992.7,1911194997.4,-0.15,0.2,1780373982.42,0.8,Industrials,Engineering & Construction,Provides professional services,False
IEX,IDEX,0,87.92,7123566933.14,0.6,0.03,1100772021.83,0.18,0.23,2416118075.59,74.24,422649003.69,0.05,27917037.33,1554743024.29,239397000.02,0.2,0.18,239397000.02,0.93,Industrials,Industrial Products,Produces displacement pumps and flow meters,False
MIDD,The Middleby,0,117.87,7113066013.01,0.81,0,916326005.03,0.17,0.19,2127221998.35,119.91,350952001.23,0.03,40673941.51,1284927024.15,74031000.04,-0.02,0.17,74031000.04,0.89,Industrials,Industrial Products,Provides cooking & warming equipment,False
AVY,Avery Dennison,0,71.26,6912192675.49,-5.69,0.07,1300599997,0.27,0.16,2153599950.22,59.93,582600010.14,0.06,47720578.77,1042399998.73,189400003.2,0.21,0.27,189400003.2,0.9,Industrials,Industrial Products,Produces pressure-sensitive materials,False
LII,Lennox International,0,147.26,6826515547.96,-7.79,0.06,1055900013.01,0.37,0,1031900013.86,138.12,381800001.87,0.04,56352389.24,23799999.55,47800000.74,0.08,0.37,47800000.74,0.9,Industrials,Industrial Products,Provides climate control solutions,False
SRCL,Stericycle,0,74.23,6815263101.13,-2.53,0.01,3012778060.42,0.09,0.45,5830269102.31,114.62,515686996.63,0.05,104507468.01,2857781944.4,40354000.49,-0.35,0.09,40291000.25,0.58,Industrials,Waste Management,Provides medical waste management services,False
MIC,Macquarie Infrastructure,0,80.84,6786215446.31,-2.31,0.06,2870932994.57,0.05,0.45,5793456043.64,76.69,300218993.3,0.04,35476274.21,2950902020.26,28379000.22,0.11,0.05,28379000.22,0.96,Industrials,Transportation & Logistics,"Owns, operates & invest in infrastructure business",False
URI,United Rentals,0,75.87,6762779769.14,-4.57,0.1,8002000127.52,0.15,0.24,9244000068.98,78.25,1410000002.27,0.11,141826086.61,1539000013.46,297000004.27,-0.03,0.15,297000004.27,0.9,Industrials,Consulting & Outsourcing,An equipment rental company,False
JKHY,Jack Henry & Associates,0,83.87,6718748805.09,3.16,0.04,200000,0.39,0.15,926100038.11,76.88,361658001.33,0.03,30222632.38,996210020.42,70309999.18,0.11,0.39,70309999.18,0.94,Industrials,Business Services,Provides information processing solutions,False
ALLE,Allegion,0,65.71,6608328262.86,-0.79,0.01,1473599998.03,0.29,0.02,1410900006.76,61.95,409800007.08,0.04,49520510.27,151800000.64,214500000.97,0.07,0.29,214500000.97,0.9,Industrials,Consulting & Outsourcing,Provides security products and solutions,False
FDS,FactSet Research Systems,0,155.95,6589620825.05,-0.14,0.07,299999998.12,0.62,0.08,588973999.26,166.93,349676007.37,0.04,59153645.41,517381004.73,252624004.76,-0.06,0.59,228407001.27,0.86,Industrials,Business Services,Provides integrated financial information,False
HDS,HD Supply Holdings,0,33.58,6428809554.63,4.91,0,4308000019.49,0.16,0.13,4836000170.75,20.52,773999998.96,0.06,85698039.25,841000001.93,313000003.08,0.64,0.16,313000003.08,0.91,Industrials,Industrial Distribution,An industrial distribution company,False
ROL,Rollins,0,30.84,6391828826.75,9.67,0.02,,0.59,0.09,434966004.42,14.15,258553997.92,0.03,11835372.65,574229005.82,139263000.98,1.2,0.59,139263000.98,1,Industrials,Business Services,Provides pest and termite control services,False
FLS,Flowserve,0,41.86,6289529656.39,-6.98,0.03,1610889018.85,0.1,0.31,3044440039.16,52.32,306372993.69,0.04,48358678.5,1694421010.32,260870001.57,-0.19,0.1,260870001.57,0.8,Industrials,Industrial Products,Develops flow control equipment,False
JEC,Jacobs Engineering Group,0,49.99,6280266295.67,-0.22,0.02,487940998.28,0.07,0.73,4296175998.49,29.53,309612992.05,0.08,35129833.11,4424626068.76,616391003.9,0.69,0.07,616391003.9,0.9,Industrials,Engineering & Construction,Provides technical professional services,False
HUBB,Hubbell,0,105.52,5961638324.96,2.66,0.07,995899997.5,0.22,0.28,2256900008.06,93.53,481900009.01,0.06,18889830.65,1625500031.36,378199996.49,0.15,0.21,364499993.84,0.97,Industrials,Industrial Products,Manufacturer of electrical and electronic products,False
SPR,Spirit AeroSystems Hldgs,0,53.61,5747908174.29,16.01,0.14,1105300006.47,0.34,0.28,2243700018.68,55.1,770000009.96,0.09,56024705.47,1808799982.25,670400007.66,-0.03,0.34,670400007.66,0.99,Industrials,Aerospace & Defense,Designer and manufacturer of aerostructures,False
NDSN,Nordson,0,99.88,5698045706.81,2.92,0.05,1044168011.72,0.2,0.14,1795681003.53,62.7,353215998.69,0.04,25598884.52,811806990.99,60294000.65,0.61,0.2,60294000.65,0.98,Industrials,Industrial Products,Manufactures equipment for material dispensing,False
ODFL,Old Dominion Freight,0,75.25,5684492186.04,5.93,0.03,193129002.85,0.25,0.29,1971590046.01,58.96,484309991.97,0.02,37676588.06,1793475034.81,15013999.81,0.28,0.25,15013999.81,0.98,Industrials,Transportation & Logistics,Provides logistics services,False
JBLU,JetBlue Airways,0,18.25,5579465780.91,2.18,0.01,1688999994.65,0.29,0.65,4662000036.64,48.96,1345999995.67,0.1,102053893.19,3846000038.92,873000005.84,-0.63,0.29,873000005.84,0.69,Industrials,Airlines,A passenger airline company,False
BEAV,B/E Aerospace,0,58.9,5249951499.76,15.33,0.04,2035800008.83,0.25,0.03,2101300048.64,32.21,522100003.17,0.04,82717848.21,191300002.84,125800001.4,0.85,0.25,125800001.4,0.98,Industrials,Aerospace & Defense,Manufactures aircraft cabin interior products,False
TTC,Toro,0,48.71,5120218564.02,4.64,0.03,357285001.05,0.5,0.11,657891989.09,20.14,327713996.5,0.06,33039933.05,577849993.73,277242995.67,1.45,0.5,277242995.67,0.99,Industrials,Industrial Products,Provides turf maintenance equipment & services,False
G,Genpact,0,23.42,4964707130.69,-1.56,0.05,862119013.43,0.19,0.29,1751262008.45,30.78,326131996.85,0.04,24492619.61,1308237020.5,419094000.58,-0.24,0.19,419094000.58,0.83,Industrials,Business Services,Business process management company,False
DNB,Dun & Bradstreet,0,118.73,4960253782.24,-6.92,0.02,1606399988.36,1.54,-0.24,211699988.99,110,325200003.07,0.06,26612295.99,-1067399978.28,327299997.42,0.1,1.54,327299997.42,0.84,Industrials,Business Services,Provider of business information,False
DCI,Donaldson,0,37.36,4952784245.72,3.4,0.04,568499991.2,0.25,0.16,1092700016.97,15.67,274200000.24,0.04,21503461.67,767400010.4,243199997.39,1.43,0.25,243199997.39,0.98,Industrials,Industrial Products,Manufacturer of filtration systems,False
MAN,ManpowerGroup,0,78.96,4952096524.57,9.76,0.12,875700007.23,0.26,0.45,2764600081.6,92.6,719900003.32,0.1,50433681.46,2392000018.85,503099992.36,-0.13,0.26,503099992.36,0.86,Industrials,Employment Services,Engaged in employment services,False
RHI,Robert Half International,0,39.04,4927107590.71,2.95,0.06,882999.99,0.71,0.22,803362012.46,64.25,572999018.08,0.08,48211294.94,1094930005.38,292450997.9,-0.38,0.71,292450997.9,0.75,Industrials,Employment Services,Provides staffing & risk consulting services,False
BAH,Booz Allen Hamilton Hldg,0,32.11,4695732013.14,7.11,0.03,1563116973.37,0.26,0.11,1772230975.61,21.84,456586007.8,0.07,26308822.24,516337008.65,307222996.85,0.5,0.26,307222996.85,1,Industrials,Business Services,A provider of management consulting,False
SNX,Synnex,0,102.21,4537454939.28,-5.39,0.01,808421989.38,0.14,0.47,2511884938.65,94.36,353919003.94,0.06,24510785.27,1926744967.23,230240998.48,0.09,0.14,223282003.36,0.88,Industrials,Business Services,A business process services company,False
MSM,MSC Industrial Direct,0,76.12,4511772351.21,3.81,0.11,606821998.16,0.23,0.26,1652307959.92,53.33,375960003.75,0.07,37184659.01,1098375999.57,52889999.43,0.46,0.23,52889999.43,0.98,Industrials,Industrial Distribution,Markets & distributes MRO products and services,False
EEFT,Euronet Worldwide,0,78.76,4262940906.19,-5.86,0.02,537900006.81,0.31,0.23,802700014.77,79.96,246924004.42,0.03,24281733.25,926099999.6,661300001.86,-0.02,0.31,661300001.86,0.93,Industrials,Business Services,An electronic payment provider,False
LECO,Lincoln Electric Holdings,0,66.5,4212127936.64,7.61,0.11,543658003.5,0.27,0.17,1039647004.34,56,283637996.76,0.06,21818269,752916984.69,256928005.2,0.21,0.27,256928005.2,1,Industrials,Industrial Products,"Manufactures welding, cutting and brazing products",False
GGG,Graco,0,76.28,4120246001.18,8.82,0.03,364159996.83,0.29,0.17,1022603002.72,74.95,296831004.5,0.05,19914386.39,711764996.49,53322000.21,0.04,0.29,53322000.21,0.89,Industrials,Industrial Products,Designs & manufactures equipment to pumps,False
OSK,Oshkosh,0,55.57,4115136587.86,2.98,0.07,846200010.58,0.15,0.48,2500799995,23.2,364000010.03,0.04,43715733.36,1976500009.88,321899998.73,1.43,0.15,321899998.73,0.98,Industrials,Truck Manufacturing,Designs & markets vehicles & vehicle bodies,False
HXL,Hexcel,0,46.27,4097446455.94,8.97,0.04,674900005.49,0.19,0.3,1888599957.14,45.77,354300006.13,0.03,22923032.73,1259399976.73,45699999.23,0.02,0.19,45699999.23,0.98,Industrials,Aerospace & Defense,Manufactures and markets carbon fibers,False
HEI.A,Heico,0,60,4069465836.49,0.17,0,509904993.95,0.17,0.23,1494984000.39,27.81,258220999.86,0.05,6855853.64,1012270014.06,27190999.52,1.16,0.17,27190999.52,0.99,Industrials,Aerospace & Defense,Manufactures and sells aerospace related products,False
CW,Curtiss-Wright,0,87.84,4047361512.02,1.56,0.06,966842011.4,0.17,0.33,1801803999.45,59.76,310451996.88,0.1,18306376.38,1287015015.66,452053000.08,0.48,0.17,452053000.08,0.96,Industrials,Industrial Products,Manufactures precision components & systems,False
PWR,Quanta Services,0,29,4035993348.75,4.06,0.3,487460009.77,0.06,0.77,3644029952.78,-5.95,206549999.19,0.08,56049371.64,3273935997.07,117366002.21,-5.88,0.06,117366002.21,1,Industrials,Engineering & Construction,Provides infrastructure solutions,False
GWR,Genesee & Wyoming,0,67.12,4001776173.46,-1.37,0,2063489964.53,0.07,0.67,4696813849.07,69.63,330672000.45,0.03,26540006.89,2659689959.07,26366000.17,-0.04,0.07,26366000.17,0.93,Industrials,Transportation & Logistics,Operates short line and regional freight railroads,False
AGCO,AGCO,0,50.92,4000589709.25,-1.51,0.08,1985300016.36,0.06,0.71,4587700071.73,45.87,282299996.74,0.06,39171523.01,2900200012.9,297799999.55,0.12,0.06,297799999.55,0.93,Industrials,Farm & Construction Machinery,A manufacturer of agricultural equipment,False
BWXT,BWX Technologies,0,36.63,3968018898.96,-3.07,0.1,443836005.51,0.4,0.03,516910012.53,11.83,203044999.08,0.03,23483789.76,118300000.42,59926000.84,2.12,0.39,45225999.32,0.92,Industrials,Aerospace & Defense,Supplies nuclear components and fuel,False
CFX,Colfax,0,33.99,3855188485.6,16.21,0.01,1385139984.82,0.06,0.71,4166419935.56,17.9,237110999.99,0.04,22470493.76,2972939942.79,191659997.52,0.9,0.06,191659997.52,1,Industrials,Industrial Products,An industrial manufacturing & engineering company,False
DST,DST Systems,0,98.05,3846330031.25,-13.3,0.11,428699997.56,0.2,0.37,1405299979.2,118.67,277299995.37,0.05,29475176.34,1157500010.41,180899998.44,-0.16,0.2,180899998.44,0.78,Industrials,Business Services,A technology-based service provider,False
WWD,Woodward,0,60.05,3841346213.75,1.45,0.04,784999994.73,0.13,0.31,1825404968.09,35.05,230356996.01,0.07,13305794.25,1158523996.02,118119000.91,0.73,0.13,118119000.91,0.94,Industrials,Aerospace & Defense,Provides energy control & optimization solution,False
CPA,Copa Holdings,0,91.56,3697406891.24,7.62,0.03,1250106984.03,0.1,0.45,2758616980.24,11.25,217907001.82,0.07,48252819.38,1716127025.78,743100986.59,7.38,0.08,207616999.4,0.97,Industrials,Airlines,Provides airline passenger and cargo services,False
TRN,Trinity Industries,0,22.63,3684849962.18,-3.62,0.04,3107100009.68,0.15,1.12,6410800143.16,38.32,936599990.21,0.06,32252944.22,3861500015.71,842499998.53,-0.4,0.15,557800004.86,0.83,Industrials,Transportation & Logistics,Manufactures and sells railcars & parts,False
CR,Crane,0,68.25,3679768068.13,12.09,0.02,779200003.75,0.24,0.33,1666900007.32,37.6,395399999.59,0.06,15480086.46,1323999984.66,436299992.47,0.85,0.24,436299992.47,1,Industrials,Industrial Products,Manufacturer of engineered industrial products,False
MMS,Maximus,0,54.48,3670282669.69,-1.14,0.03,211009000,0.31,0.2,862305979.18,75.98,266822001.5,0.02,15793389.29,701905994.63,50608999.03,-0.28,0.31,50608999.03,0.79,Industrials,Business Services,Provider of business process services,False
EME,EMCOR Group,0,61.22,3624890858.29,6.69,0.04,523277006.88,0.2,0.43,1601308996.16,36.26,318050997.5,0.07,22213790.12,1582590019.46,504558009.8,0.7,0.2,504558009.8,1,Industrials,Engineering & Construction,Provides construction services & facilities,False
R,Ryder System,0,73.01,3526903977.62,10.54,0.03,5519641068.91,0.07,0.54,7541688024.98,67.14,536481011.08,-0.14,45617776.89,2097041019.7,74994000.09,0.11,0.07,74994000.09,1,Industrials,Consulting & Outsourcing,Transportation & supply chain management solutions,False
CLGX,CoreLogic,0,42.32,3462991816.06,10.55,0.03,1614708032.44,0.09,0.3,2616312045.52,28.4,244681996.54,0.08,18508296.14,1080618995.11,100833998.59,0.49,0.09,79014998.91,0.99,Industrials,Business Services,Provides residential property information services,False
MORN,Morningstar,0,68.43,3413287833.45,-9.58,0.05,59999999.09,0.4,0.23,502300018.35,82.87,180999997.27,0.04,6182964.45,661700011.96,265099996.77,-0.16,0.36,219400001.27,0.77,Industrials,Business Services,A provider of investment research,False
PBI,Pitney Bowes,0,14.66,3370311500.17,-15.7,0.14,3367056005.6,0.25,0.05,2504928979.98,45.74,617769988.56,0.11,26044236.52,129962000.66,1016348013.03,-0.66,0.25,992088994.76,0.68,Industrials,Industrial Products,A technology company,False
KEX,Kirby,0,60.7,3347688931.46,1.17,0.01,726003993.95,0.09,0.73,3100146040.28,68.23,272781009.93,0.07,41944128.23,2379523002.6,5380999.95,-0.11,0.09,5380999.95,0.84,Industrials,Transportation & Logistics,A marine transportation company,False
RRD,R.R.Donnelley & Sons,0,16.35,3293339993.02,-19.14,0.19,3890899932.84,0.13,0.46,4003499918.88,54.65,533900006.76,0.23,40019674.19,524400000.67,411800005.5,-0.64,0.13,411800005.5,0.54,Industrials,Business Services,Provides integrated communication strategies,False
DLX,Deluxe,0,62.01,3258629068.21,-6.91,0.04,617799997.94,0.26,0.28,1387599999.36,53.64,366592997.94,0.1,17459807.93,849900012.53,80099998.56,0.18,0.26,80099998.56,0.88,Industrials,Business Services,Provides financial services,False
ITT,ITT,0,34.08,3211264053.12,-0.53,0.04,251900001.91,0.24,0.48,1232100010.96,46.38,289100000.63,0.05,19090329.02,1456000009.25,490800006.43,-0.26,0.24,475800005.4,0.85,Industrials,Industrial Products,A diversified manufacturer of critical components,False
CLC,Clarcor,0,62.38,3160000219.86,0.89,0.05,318032003.56,0.14,0.38,1347810999.94,41.65,185829998.61,0.08,11796285.72,1149618008.45,119838999.03,0.52,0.14,119838999.03,0.94,Industrials,Industrial Products,Manufacturing and marketing of filtration products,False
HRG,HRG Group,0,15.05,3152299296.85,-1.18,0.03,5944500024.39,0.07,0.18,6012400000.44,-0.28,414499990.66,0.24,8301941.4,555400011.47,487500009.83,-55.6,0.07,487500009.83,0.92,Industrials,Conglomerates,A diversified holding company,False
CAR,Avis Budget Group,0,35.3,3105876272.68,8.18,0.13,13966000142.25,0.07,0.15,13455000017.13,50.69,880999990.4,-2.9,82450559.09,474000002.97,985000012.3,-0.3,0.07,985000012.3,0.84,Industrials,Consulting & Outsourcing,Provides vehicle rental and car sharing services,False
VMI,Valmont Industries,0,125.25,3046295256.34,-1.51,0.03,757332008.16,0.12,0.34,1410257984.34,115.16,170411001.38,0.06,15572831.99,1002301013.66,349375003.04,0.1,0.12,349375003.04,0.87,Industrials,Industrial Products,Producer of fabricated metal products,False
SAVE,Spirit Airlines,0,48.24,2977989648.74,14.53,0.03,979252008.77,0.34,0.4,1497904020.15,11.27,478687007.19,0,54425961.88,1344556019.96,925987002.26,3.28,0.32,825904014.9,0.91,Industrials,Airlines,Provider of passenger airline services,False
AL,Air Lease,0,31.96,2939237583.85,8.01,0.01,8554731834.24,0.07,1,11616199161.93,34.88,829020986.6,-0.29,27936442.67,3288288997.27,226822002.57,-0.08,0.07,226822002.57,0.94,Industrials,Consulting & Outsourcing,An aircraft leasing company,False
CVG,Convergys,0,28.38,2917541827.56,-2.74,0.04,309499996.14,0.16,0.49,1386100039.21,18.64,212900003.62,0.06,13629106.74,1319300022.27,254099996.05,0.54,0.15,242700000.81,0.92,Industrials,Business Services,Provides customer management service,False
CBI,Chicago Bridge & Iron,0,28.09,2891514224.77,0.5,0.09,2397799986.72,0.14,0.78,3962242107.99,64.39,557535004.62,0.19,43865257,2179408026.52,614965990.06,-0.56,0.14,614965990.06,0.64,Industrials,Engineering & Construction,"An engineering, procurement & construction company",False
HCSG,Healthcare Services Group,0,35.86,2868006352.45,-9.12,0.02,,0.43,0.13,306776993.16,39.88,97724999.7,0.02,16864822.43,331103993.38,104949999.5,-0.08,0.32,24327000.46,0.86,Industrials,Business Services,Provides housekeeping services,False
LSTR,Landstar System,0,74.85,2866697824.19,11.72,0.04,163325998.11,0.5,0.16,499251003.59,57.44,222133997.56,0.07,24356127.42,506730001.48,227484002.57,0.31,0.45,170805000.97,1,Industrials,Transportation & Logistics,Provides transportation management solutions,False
SWFT,Swift Transportation,0,24.4,2865466042.46,16.91,0.05,892921014.15,0.22,0.19,1447769997.88,-21.97,310248000.28,0.1,48080918.64,626106997.88,94121998.61,-2.11,0.21,71257999.29,1,Industrials,Transportation & Logistics,A multi-faceted transportation services company,False
TEX,Terex,0,23.62,2759526002.45,-3.08,0.04,1663499997.08,0.04,0.75,3328299954.16,13.45,122100001.54,0.1,21830552.25,1913600037.09,248800001.32,0.78,0.04,248800001.32,0.93,Industrials,Farm & Construction Machinery,A lifting and material handling solutions company,False
CLH,Clean Harbors,0,44,2758632583.24,-8.31,0.01,1632577029.62,0.03,0.44,2475664990.23,40.91,72767999.9,0.01,15491035.55,1100944991.59,257856996.81,0.08,0.03,257856996.81,0.81,Industrials,Waste Management,Provides environmental services and solutions,False
TKR,The Timken,0,33.95,2750910952,-1.57,0.09,663900006.32,0.01,0.51,1874400030.48,27.52,18200000.73,0.1,17214479.6,1339500003.86,128999997.54,0.27,0.01,128999997.54,0.93,Industrials,Industrial Products,Manufacturer of mechanical components,False
RBC,Regal Beloit,0,63.15,2662341355.48,6.21,0.02,1614100001.97,0.07,0.71,3354600017.49,64.11,246699999.58,0.12,15620723.21,2011999995.94,271499995.18,0,0.07,271499995.18,0.93,Industrials,Industrial Products,Manufacturer of electrical and mechanical products,False
WCC,WESCO International,0,54.75,2599582678.66,-9.37,0,1455499985.11,0.1,0.75,3335299873.14,43.42,340099991.67,0.12,39048097.04,1992599963.58,112799999.33,0.26,0.1,112799999.33,0.87,Industrials,Industrial Distribution,Distributor of electrical supplies and equipment,False
HA,Hawaiian Holdings,0,47.58,2596129879.17,-1.13,0.01,564676998.86,0.92,0.26,824647991.89,17.16,493438993.59,0.15,29024344.49,665683987.4,693708011.1,1.77,0.6,405712999.64,0.94,Industrials,Airlines,Provides air transportation of passengers & cargo,False
DY,Dycom Industries,0,78.54,2570009051.14,-4.11,0.07,719327004.08,0.2,0.22,1232353990.49,85.09,246875004.28,-0.04,76329858.51,546814002.48,33787000.15,-0.08,0.2,33787000.15,0.81,Industrials,Engineering & Construction,Provides specialty contracting services,False
GNRC,Generac Holdings,0,37.9,2390898725.06,5.93,0.06,1087900012.88,0.11,0.17,1447651989.01,13.07,154701998.77,0.08,21694655.64,413914999.25,54162999.62,1.9,0.11,54162999.62,0.97,Industrials,Industrial Products,A manufacturer of power generation equipment,False
VA,Virgin America,0,56.15,2390667948.3,7.88,0,471967006.06,0.27,0.37,796897993.26,6.3,212082002.04,-0.06,49567336.59,939209006.35,614278004.78,7.92,0.27,614278004.78,1,Industrials,Airlines,A low-cost airline,False
KNX,Knight Transportation,0,31.3,2295710370.21,9.67,0.03,51999999.16,0.19,0.3,812699002.8,16.48,157393994.71,0.01,28016531.62,764584993.41,3886000.04,0.91,0.19,3886000.04,1,Industrials,Transportation & Logistics,Offers multiple truckload transportation services,False
ESL,Esterline Technologies,0,71.85,2235297199.74,-2.11,0.13,875092998.07,0.07,0.74,2214631987.59,80.21,146183001.1,0.07,12352875.67,1577383967.23,237844996.09,-0.1,0.07,237844996.09,0.75,Industrials,Aerospace & Defense,Designs and markets highly engineered products,False
